,0,1,2,3,4,5,6,7,8,9,10,11
2016-08-02,7.075778061224489,4.6,7.0075,6.31,7.215,3.09,6.066666666666666,8.91,9.4375,6.104,7.86,5.76
2016-08-03,5.33,6.239333333333334,9.43,6.89,7.36,5.079999999999999,6.390000000000001,8.063333333333334,7.613333333333334,6.2425,6.612500000000001,9.149999999999999
2016-08-04,9.18,6.330533333333334,10.370000000000001,5.15,6.755,8.22,8.087499999999999,6.63,5.88,5.6499999999999995,6.27,8.62
2016-08-05,6.22,9.14,9.82,5.1475,7.444496043315285,6.947500000000001,9.835,6.226666666666667,9.203333333333333,10.13,5.695,7.287380952380952
2016-08-06,6.359999999999999,6.993973333333334,9.165,6.265,7.760000000000001,7.85,7.199999999999999,9.360000000000001,7.325,6.539999999999999,9.253333333333332,7.144672619047618
2016-08-07,6.83,7.231195555555556,14.78,14.53,7.59,8.96,9.515,8.68,6.26,5.48,6.696666666666668,6.140000000000001
2016-08-08,3.39,7.396505925925926,6.446666666666666,5.77,6.82,8.34,11.406,8.165,6.2925,8.39,6.04,6.599999999999999
2016-08-09,7.57,8.66,10.73,11.895,7.599213720473612,7.83,7.359999999999999,7.19,6.546666666666667,13.33,6.1775,8.485
2016-08-10,13.16,7.26100162962963,4.78,7.84,6.72,5.38,8.918714285714286,8.105357142857143,7.16,7.3796875,7.705,5.115
2016-08-11,8.34,6.023333333333333,8.315,9.303125,7.3346933817258675,6.98,9.041214285714286,9.5,6.8333095238095245,5.515000000000001,8.485,8.084999999999999
2016-08-12,5.88,6.761806814814814,7.69,12.405,11.35,10.75,11.99,7.80047619047619,6.154,5.77,6.025,7.7
2016-08-13,8.266,7.839448825396825,8.106874999999999,4.67,5.51,6.95,7.76,6.952500000000001,7.68,7.14,7.3687499999999995,7.081666666666666
2016-08-14,8.405199999999999,7.722227229024943,5.523333333333333,7.575,6.8133333333333335,5.705,7.2,6.89,7.21788492063492,6.8725000000000005,7.567291666666666,6.951666666666666
2016-08-15,6.38,5.71,11.129999999999999,9.74,6.275,7.9142857142857155,8.18,7.694595238095237,7.739999999999999,5.58,8.79,6.5
2016-08-16,7.2328,5.52,8.146666666666667,8.298125,7.84,8.655000000000001,7.99,7.107095238095238,7.240983560090702,6.9625,7.03,6.991979166666667
2016-08-17,7.571,14.94,8.54,7.8149999999999995,6.569666666666666,9.65,6.39,6.991531746031747,7.74,6.979166666666667,7.401208333333332,6.605
2016-08-18,7.39725,7.450371204837491,8.87,7.37,6.7816,6.71,7.37,7.33,7.221733560090703,9.45,7.1764166666666656,7.574999999999999
2016-08-19,7.145262499999999,4.75,10.06,8.434999999999999,6.629377777777777,8.185857142857143,7.398333333333333,6.869703703703703,5.59,7.330238095238095,7.111270833333332,7.3925
2016-08-20,6.958262500000001,7.283395200806247,8.921428571428573,8.375,6.688440740740741,8.0,7.71,5.975,8.565000000000001,7.580272108843537,6.716985119047619,6.13
2016-08-21,7.376129166666668,6.06,8.631011904761904,7.22,6.41,7.917642857142858,6.75,6.65724708994709,7.34,5.87,6.25,7.66
2016-08-22,7.343650694444445,6.541966629377677,7.813333333333333,7.142857142857143,7.700631216931216,7.628916666666668,6.948055555555555,6.503658465608466,6.34,9.75,6.02,8.265
2016-08-23,7.399043551587304,4.98,10.18,8.16,5.9,7.782069444444446,7.019484126984127,6.12,8.81,6.72,6.316375992063492,5.715
2016-08-24,5.445,6.826480261454846,8.84,6.84,8.03234532627866,6.72,6.02,6.289317592592592,5.36,7.725878684807256,6.03,6.7250000000000005
2016-08-25,9.74,10.28,5.823333333333333,6.8289795918367355,11.72,8.24,6.4399999999999995,6.095746164021164,7.473333333333334,8.675,5.77,6.824166666666666
2016-08-26,7.247115707671957,4.99,9.32,3.6,9.775,7.500197222222222,6.78969246031746,6.07,6.818666666666667,7.771813114134543,6.506275198412697,6.29
2016-08-27,7.785,6.945296052290971,8.856666666666667,7.67,8.417469065255734,7.474453333333332,7.87,6.41,6.11,7.76,6.603530238095237,6.29
2016-08-28,5.77,7.65,8.242619047619046,6.824425655976677,8.624552398589065,7.216330648148148,6.35,5.931510626102292,6.3911999999999995,7.4447496220710505,6.622800906084656,6.472916666666666
2016-08-29,7.297852617945327,7.037059210458194,10.12,7.17,8.41469354245402,7.13,8.18,4.62,6.6369575757575765,6.0,8.395,6.270297619047619
2016-08-30,6.8599954750881835,6.27872587712486,8.078809523809523,6.774990706997085,7.945943542454018,6.890140171957671,5.49,6.179517391030486,6.5918782106782094,7.140889786470144,6.896015191798942,6.174151785714286
2016-08-31,6.757856011629188,6.4935135233123376,7.665059523809524,8.36,6.66,6.802989164777022,8.16,6.402329891030486,6.5007948773448785,7.944999999999999,6.937480791997354,6.12
2016-09-01,6.38,6.3698998015564845,6.495714285714286,7.302,7.1425,6.233333333333333,7.075,6.103999999999999,6.194,6.235555555555555,6.4319999999999995,6.588333333333334
2016-09-02,6.865,5.32,7.090000000000001,6.257499999999999,6.5633333333333335,6.14,7.2325,6.771111111111111,6.834545454545455,7.52,7.63,5.306666666666667
2016-09-03,6.675000000000001,5.73,6.426666666666667,7.016,7.97,6.536666666666666,6.6421874999999995,7.3500000000000005,7.157777777777778,6.45,6.0825,6.055
2016-09-04,6.43,6.255739165608603,6.01,7.04,7.169999999999999,6.594712737825289,5.25,7.8525,6.09,4.88,6.837999999999999,6.128000000000001
2016-09-05,6.816666666666666,6.08,8.84,7.67,5.346666666666667,5.2,5.759999999999999,6.284999999999999,5.915,6.7225,5.73,5.83
2016-09-06,6.889444444444444,7.955,7.005,6.315,7.001190476190476,7.447672425561495,7.37,5.126666666666666,5.6899999999999995,5.81,6.46,7.02
2016-09-07,7.57,5.77,7.48,8.497499999999999,8.27,7.670000000000001,6.8,8.29,6.67,7.551666666666667,7.409999999999999,7.970000000000001
2016-09-08,6.98,6.3275,4.666666666666667,6.255000000000001,6.994999999999999,7.58,6.517499999999999,6.822500000000001,7.126964285714284,6.355,11.620000000000001,9.61
2016-09-09,8.111587301587303,9.11,6.6866666666666665,11.430000000000001,7.244732142857142,8.61,7.157500000000001,7.573333333333334,8.003333333333332,8.2625,6.7299999999999995,10.598333333333333
2016-09-10,8.296575963718821,2.6,8.145,9.0,6.6933333333333325,11.25,8.443333333333333,7.836,7.186666666666667,8.081999999999999,10.243333333333334,9.14
2016-09-11,8.335,8.39,12.812000000000001,11.344999999999999,7.9049999999999985,7.4,15.977500000000001,6.856,10.174999999999999,12.44888888888889,10.615714285714287,7.041666666666667
2016-09-12,6.8,7.69,7.336666666666667,8.663333333333334,9.85,14.07,9.815714285714288,7.57,7.2857142857142865,7.9866666666666655,7.777500000000001,7.094285714285713
2016-09-13,13.39,10.086666666666666,6.9975000000000005,13.925,5.896666666666667,8.067499999999999,8.775,10.914,8.403333333333334,8.577142857142858,10.22,8.934999999999999
2016-09-14,8.593946995464854,7.9,8.796,7.715,3.96,9.015,9.903333333333334,15.466666666666667,12.735999999999999,7.753333333333333,7.914,8.424
2016-09-15,8.875,6.79,6.6,7.302,8.009000000000002,15.23,7.036,8.195,11.94,9.571666666666667,8.382222222222223,8.818666666666667
2016-09-16,9.33,7.266145833333332,9.71,8.0075,7.468208333333334,9.05,10.086666666666668,8.520000000000001,6.750909090909091,7.787999999999999,8.258181818181818,9.248000000000001
2016-09-17,6.14,7.102499999999999,9.129999999999999,7.306666666666666,9.030000000000001,7.7219999999999995,7.4875,8.243333333333332,11.9675,6.2575,12.560000000000002,6.365
2016-09-18,7.585000000000001,6.77,6.875,6.206666666666666,9.47,10.548791666666668,11.515,6.44,9.232857142857144,7.433333333333333,11.704999999999998,6.807499999999999
2016-09-19,6.73,4.61,6.34,6.444285714285715,6.67,11.510000000000002,8.7943125,7.093333333333334,8.209999999999999,8.276666666666666,7.760000000000001,7.194
2016-09-20,17.21,7.18,6.603333333333334,8.190000000000001,6.86,5.57,11.173333333333332,8.643333333333333,6.7540000000000004,13.283333333333333,8.01,10.233636363636363
2016-09-21,8.372833333333334,7.66,7.534000000000001,7.346666666666665,8.7725,9.153333333333334,6.12,7.006,8.370000000000001,6.52,8.7525,8.466
2016-09-22,8.967119047619049,7.526666666666666,8.794,8.336666666666668,7.93,17.14,7.3759999999999994,8.226666666666667,11.36,7.67,7.873333333333332,8.655000000000001
2016-09-23,8.743994047619049,9.7375,7.926666666666667,6.585,5.556666666666666,6.312857142857142,9.559999999999999,6.2375,8.796666666666667,9.666666666666666,7.5344444444444445,7.026666666666666
2016-09-24,6.06,6.427499999999999,8.122,6.926666666666667,6.28,7.140000000000001,8.577777777777778,9.404,9.548571428571426,7.075,9.844285714285714,8.623750000000001
2016-09-25,6.5120000000000005,6.785,7.297499999999999,9.703333333333333,5.75,4.6033333333333335,9.607142857142858,6.962000000000001,8.815000000000001,8.51875,7.843333333333333,8.245
2016-09-26,10.3,8.042499999999999,11.93,7.56,8.8,6.586666666666666,11.956666666666665,8.79,7.0625,8.978333333333333,6.69,5.59
2016-09-27,5.8,7.015000000000001,9.378,8.292,7.707892156862745,7.535,7.7837499999999995,7.79,8.846,8.943333333333333,9.423333333333334,9.612499999999999
2016-09-28,7.07,9.635000000000002,6.7924999999999995,7.581999999999999,12.49,7.425,8.610999999999999,7.227142857142858,8.403333333333334,10.916666666666666,7.57,8.551666666666666
2016-09-29,7.465125000000001,8.62173611111111,11.013333333333334,9.606666666666667,6.74,7.398478535353534,7.003333333333333,16.54,9.29,8.83,8.022499999999999,8.512
2016-09-30,7.579696428571429,15.555,7.025,8.42,8.01,8.326666666666666,10.38,7.672,9.633333333333335,8.5,6.228333333333334,6.794
2016-10-01,7.386875000000002,8.408888888888889,7.829000000000001,9.690499999999997,8.036470588235295,9.897272727272727,8.738235294117647,9.226875,8.459999999999999,9.276428571428573,8.725,9.571
2016-10-02,8.545000000000002,6.3725000000000005,7.462222222222222,8.52111111111111,9.020000000000001,7.545555555555556,8.155714285714287,8.280588235294118,7.248181818181817,7.800909090909091,8.430714285714286,9.344444444444443
2016-10-03,6.642,7.159999999999999,7.650000000000001,6.300000000000001,6.713333333333334,7.2683333333333335,7.640000000000001,7.725555555555555,9.860000000000001,8.508888888888889,10.782083333333333,9.001111111111111
2016-10-04,7.42857142857143,6.328888888888889,7.706666666666667,7.480000000000001,8.77,7.153999999999999,7.286666666666666,6.953333333333334,7.767692307692308,8.180769230769231,8.882941176470585,10.004999999999999
2016-10-05,5.87,7.456,5.246666666666666,7.227499999999999,8.579090909090908,6.661250000000001,7.590000000000001,9.109285714285715,8.13,7.9175,8.580000000000002,7.83909090909091
2016-10-06,10.5,8.9225,8.233333333333333,5.914999999999999,5.505,9.145000000000001,7.117142857142857,7.895714285714285,9.56,8.590666666666666,8.192272727272728,10.5275
2016-10-07,8.04,6.97,9.015,7.653333333333333,6.66,7.546666666666666,6.096666666666667,7.556,8.935555555555556,7.704000000000001,7.025,9.583333333333334
2016-10-08,7.553333333333334,7.393111111111111,6.460000000000001,8.8,6.665,6.52,5.734999999999999,7.683333333333333,8.085,6.55,8.25,7.167999999999999
2016-10-09,5.61,5.53,8.758333333333333,6.445,6.57,8.81,8.362,7.175,8.026200396825399,7.646666666666667,8.445,7.56
2016-10-10,12.43,6.635,11.656666666666666,7.256666666666667,10.239999999999998,7.844999999999999,8.475,6.905000000000001,8.42,12.6,6.376,8.387500000000001
2016-10-11,5.09,6.3925,7.276666666666667,6.490000000000001,8.43,6.9675,6.625,5.976,6.5275,9.2775,7.107142857142857,6.671428571428571
2016-10-12,8.16,10.91,6.672499999999999,8.522,8.237916666666667,6.98,7.9625,9.3175,7.505833333333335,12.623333333333335,5.965,7.1833333333333345
2016-10-13,6.276,9.855,8.638000000000002,6.887499999999999,7.3100000000000005,8.760000000000002,8.127777777777776,7.92111111111111,7.045714285714285,6.403333333333333,8.065,6.378181818181818
2016-10-14,5.58,8.596666666666666,8.5525,11.286666666666667,8.533333333333333,5.17,8.042,9.075555555555555,7.308888888888889,7.842499999999999,7.8275,7.586666666666667
2016-10-15,6.5,8.067361111111111,8.270000000000001,6.731999999999999,9.350000000000001,6.2925,8.266666666666667,6.498333333333334,8.325000000000001,6.893000000000001,8.100999999999999,11.085714285714285
2016-10-16,6.6290000000000004,7.12,12.65,7.406666666666666,8.805,7.483333333333334,6.837999999999999,9.952,7.368,7.01,9.602,7.36875
2016-10-17,6.246250000000001,5.53,6.816666666666667,6.829999999999999,8.499583333333334,10.486666666666666,6.365,7.72,7.699999999999999,6.91,7.336,5.682499999999999
2016-10-18,5.919999999999999,5.54,7.635714285714285,8.645999999999999,8.660677083333333,8.0625,,,,,,
2016-10-19,9.25,7.755295138888889,8.14,10.243333333333334,8.5175,7.023333333333333,,,,,,
2016-10-20,6.01,5.49,7.91111111111111,6.803333333333334,8.025,6.626666666666666,,,,,,
2016-10-21,6.8925,15.34,14.763333333333334,8.442499999999999,11.1,7.045,,,,,,
2016-10-22,7.08,7.5649999999999995,8.353333333333333,6.5,6.455,7.18,8.26,,,,,
2016-10-23,6.3500000000000005,7.39,10.299999999999999,6.496666666666667,5.93,7.343999999999999,,,,,,
2016-10-24,7.39125,8.94625,7.409999999999999,6.811999999999999,6.9366666666666665,6.566666666666666,,,,,,
