,pressure,sea_pressure,wind_speed,temperature,rel_humidity,wind_direction,precipitation
2016-10-09,1014.0999999999999,1019.2,4.2,21.266666666666666,51.0,2,0.0
2016-10-10,1014.0999999999999,1019.2,4.2,21.266666666666666,51.0,2,0.0
2016-10-11,1012.9333333333333,1017.9333333333334,2.8,23.533333333333335,52.0,2,0.0
2016-10-12,1016.4333333333334,1021.5333333333333,3.3000000000000003,21.8,58.333333333333336,2,0.0
2016-10-13,1015.2333333333333,1020.2333333333333,2.3,21.5,62.33333333333333,2,0.0
2016-10-14,1015.6999999999999,1020.8,1.9333333333333331,18.4,83.0,8,0.0
2016-10-15,1013.7,1018.8,1.7333333333333334,20.3,96.0,8,0.0
2016-10-16,1011.7,1016.7,2.5666666666666664,26.166666666666664,69.33333333333333,2,0.0
2016-10-17,1013.5,1018.5,1.1666666666666665,21.166666666666668,79.0,3,0.0
2016-10-18,1012.6666666666667,1017.6666666666667,1.2666666666666666,22.566666666666666,80.0,4,1.2
2016-10-19,1010.8333333333333,1015.8333333333333,2.0,20.633333333333333,94.33333333333333,3,0.13333333333333333
2016-10-20,1007.9000000000001,1012.8999999999999,2.466666666666667,22.333333333333332,91.0,3,0.0
2016-10-21,1004.1666666666666,1009.1666666666667,3.0,21.333333333333332,98.0,8,0.0
2016-10-22,999.9333333333334,1004.8333333333334,2.6,22.666666666666668,96.33333333333334,3,2.066666666666667
2016-10-23,1009.3666666666667,1014.3666666666668,2.7666666666666666,20.533333333333335,85.0,1,0.0
2016-10-24,1007.5666666666667,1012.5666666666666,1.2333333333333332,24.166666666666664,71.66666666666667,4,0.0
